Word Length = ,9000
Iteration Number, Word length - subsequence length
452, 1907
453, 2363
454, 1985
455, 2001
456, 2267
457, 2454
458, 1721
459, 1611
460, 1915
461, 1772
462, 1858
463, 2079
464, 1978
465, 2842
466, 1869
467, 1976
468, 1520
469, 2578
470, 2374
471, 1970
472, 2246
473, 1801
474, 2802
475, 2255
476, 2328
477, 1494
478, 1978
479, 2054
480, 2156
481, 1914
482, 1934
483, 1993
484, 2058
485, 2373
486, 1938
487, 2166
488, 2300
489, 1926
490, 2056
491, 2174
492, 1984
493, 1390
494, 2577
495, 2098
496, 1919
497, 1687
498, 2616
499, 2097
500, 2045
501, 2565
502, 1896
503, 1962
504, 2645
505, 2242
506, 1833
507, 2261
508, 1907
509, 1994
510, 1544
511, 2152
512, 1875
513, 2205
514, 1905
515, 3013
516, 2014
517, 2066
518, 2236
519, 2697
520, 1911
521, 2016
522, 2087
523, 2168
524, 1829
525, 2353
526, 2168
527, 1909
528, 2261
529, 2078
530, 2839
531, 2096
532, 2265
533, 2456
534, 2283
535, 2217
536, 2328
537, 2038
538, 1878
539, 1616
540, 2213
541, 1627
542, 2494
543, 2022
544, 2455
545, 2012
546, 2058
547, 2226
548, 2032
549, 2559
550, 1475
551, 2046
552, 2322
553, 1805
554, 2510
555, 2107
556, 1919
557, 2087
558, 1793
559, 1687
560, 2188
561, 2075
562, 1982
563, 2331
564, 2091
565, 2221
566, 1980
567, 2259
568, 2043
569, 1886
570, 1673
571, 1751
572, 2040
573, 2149
574, 2228
575, 1562
576, 1460
577, 2219
578, 2122
579, 2412
580, 1658
581, 2011
582, 2572
583, 2043
584, 1836
585, 2354
586, 2357
587, 2009
588, 2330
589, 2055
590, 2292
591, 2985
592, 1990
593, 2081
594, 1987
595, 1749
596, 2419
597, 2009
598, 2026
599, 1906
600, 1505
601, 2006
602, 2017
603, 3549
604, 2184
605, 2040
606, 2700
607, 2565
608, 2049
609, 1936
610, 2024
611, 1923
612, 1508
613, 2201
614, 1928
615, 2274
616, 2299
617, 1978
618, 1981
619, 1856
620, 2045
621, 2305
622, 1839
623, 2821
624, 2326
625, 2341
626, 2284
627, 2450
628, 2104
629, 1799
630, 2555
631, 1952
632, 2251
633, 1819
634, 1971
635, 2125
636, 2881
637, 2024
638, 1964
639, 2261
640, 2049
641, 1832
642, 2474
643, 1775
644, 1916
645, 1937
646, 2088
647, 2175
648, 1886
649, 2359
650, 2489
651, 2393
652, 2144
653, 2293
654, 2126
655, 1977
656, 1973
657, 1850
658, 2400
659, 2128
660, 1901
661, 2389
662, 2368
663, 2279
664, 2056
665, 2294
666, 2669
667, 2343
668, 1937
669, 2107
670, 2210
671, 2081
672, 2694
673, 2102
674, 2111
675, 2360
676, 1850
677, 1688
678, 1888
679, 2372
680, 2317
681, 2697
682, 1873
683, 2117
684, 2899
685, 2449
686, 2110
687, 2961
688, 2289
689, 2019
690, 2078
691, 2629
692, 2004
693, 2617
694, 1803
695, 2091
696, 2078
697, 2193
698, 1991
699, 2391
700, 1981
701, 1862
702, 2058
703, 2016
704, 2395
705, 2391
706, 2380
707, 1641
708, 2263
709, 2182
710, 2084
711, 1926
712, 2430
713, 2083
714, 1958
715, 2101
716, 2282
717, 2038
718, 2669
719, 2083
720, 2106
721, 2444
722, 1388
723, 2103
724, 2101
725, 2067
726, 1900
727, 1823
728, 2011
729, 2367
730, 1960
731, 2025
732, 2614
733, 1822
734, 2003
735, 2629
736, 2277
737, 2165
738, 2486
739, 2626
740, 2103
741, 1960
742, 2751
743, 2545
744, 2485
745, 1935
746, 1905
747, 1479
748, 1616
749, 2399
750, 2069
751, 2093
752, 2179
753, 2249
754, 2080
755, 1954
756, 1929
757, 2026
758, 2004
759, 2088
760, 2861
761, 1921
762, 2312
763, 2472
764, 1627
765, 1954
766, 1961
767, 1748
768, 1703
769, 1366
770, 2569
771, 2175
772, 1727
773, 2362
774, 2361
775, 2483
776, 2247
777, 2470
778, 1846
779, 2524
780, 1973
781, 1849
782, 2453
783, 1608
784, 1566
785, 1612
786, 2111
787, 1923
788, 1616
789, 2299
790, 2327
791, 2067
792, 1978
793, 2267
794, 2078
795, 1837
796, 2673
797, 2324
798, 2052
799, 2251
800, 1734
801, 1986
802, 1901
803, 2381
804, 2177
805, 1607
806, 1862
807, 1567
808, 2000
809, 2901
810, 2155
811, 2442
812, 1896
813, 2217
814, 1450
815, 2348
816, 1968
817, 1828
818, 1865
819, 1927
820, 2369
821, 2468
822, 1850
823, 2057
824, 2086
825, 2456
826, 1882
827, 1475
828, 1949
829, 1647
830, 3161
831, 2451
832, 2263
833, 1900
834, 1787
835, 2048
836, 2431
837, 2125
838, 1982
839, 1960
840, 2467
841, 1963
842, 2537
843, 2509
844, 2159
845, 2156
846, 1779
847, 2408
848, 2017
849, 2515
850, 2113
851, 2056
852, 2641
853, 2371
854, 2140
855, 1915
856, 2417
857, 2353
858, 2006
859, 1881
860, 2561
861, 1990
862, 1729
863, 1741
864, 2044
865, 2216
866, 2176
867, 2710
868, 2481
869, 2146
870, 2812
871, 2782
872, 2017
873, 2151
874, 2266
875, 2174
876, 1674
877, 2506
878, 2455
879, 2194
880, 1849
881, 1661
882, 2030
883, 2256
884, 1799
885, 1996
886, 2542
887, 1897
888, 1923
889, 2016
890, 2204
891, 2201
892, 2580
893, 1836
894, 1273
895, 1938
896, 1970
897, 2358
898, 2576
899, 2130
900, 2148
901, 2032
902, 2029
903, 2214
904, 2077
905, 2396
906, 2062
907, 2851
908, 2184
909, 1899
910, 1802
911, 2136
912, 2038
913, 1535
914, 2104
915, 2331
916, 2049
917, 2054
918, 2152
919, 2280
920, 2077
921, 2136
922, 1954
923, 1840
924, 3317
925, 2573
926, 1752
927, 1611
928, 1787
929, 1968
930, 2530
931, 2304
932, 1895
933, 2106
934, 2309
935, 2558
936, 2082
937, 2408
938, 2411
939, 2716
940, 2169
941, 1716
942, 1968
943, 1840
944, 2145
945, 2604
946, 2262
947, 2121
948, 1798
949, 1183
950, 1608
951, 2091
952, 2097
953, 2625
954, 2038
955, 1900
956, 2463
957, 2123
958, 2412
959, 2471
960, 2298
961, 2355
962, 2372
963, 1544
964, 1937
965, 2269
966, 2359
967, 2324
968, 1887
969, 1967
970, 2446
971, 1975
972, 1809
973, 2148
974, 2195
975, 2002
976, 2285
977, 1837
978, 2435
979, 2534
980, 1930
981, 2322
982, 2226
983, 2452
984, 2109
985, 2953
986, 2022
987, 2096
988, 1689
989, 1997
990, 2286
991, 1428
992, 1873
993, 2400
994, 2451
995, 2036
996, 1823
997, 1961
998, 1993
999, 2318
1000, 2582
1001, 1666
1002, 1420
1003, 2118
1004, 2328
1005, 1926
1006, 1949
1007, 1963
1008, 2002
1009, 2388
1010, 2044
1011, 1750
1012, 2087
1013, 1881
1014, 1985
1015, 1585
1016, 2515
1017, 1441
1018, 2452
1019, 1962
1020, 1652
1021, 2376
1022, 2448
1023, 1747
1024, 1938
1025, 2067
1026, 1766
1027, 2100
1028, 2319
1029, 2437
1030, 1923
1031, 1899
1032, 1850
1033, 1766
1034, 2047
1035, 2389
1036, 2442
1037, 1455
1038, 2180
1039, 2556
1040, 2059
1041, 1819
1042, 1936
1043, 1863
1044, 1983
1045, 2083
1046, 2098
1047, 2223
1048, 2435
1049, 1429
1050, 2260
1051, 2027
1052, 1999
1053, 2062
1054, 2044
1055, 2427
1056, 2255
1057, 2757
1058, 2379
1059, 1883
1060, 1655
1061, 2078
1062, 2169
1063, 1953
1064, 2861
1065, 2363
1066, 2133
1067, 1982
1068, 2731
1069, 1941
1070, 2008
1071, 1920
1072, 1805
1073, 2141
1074, 2124
1075, 2033
1076, 1902
1077, 2042
1078, 1431
1079, 2346
1080, 2154
1081, 1971
1082, 1816
1083, 2188
1084, 1399
1085, 1747
1086, 2650
1087, 2154
1088, 1941
1089, 1418
1090, 2773
1091, 1527
1092, 1918
1093, 1858
1094, 1899
1095, 2037
1096, 2805
1097, 1844
1098, 1876
1099, 1943
1100, 2372
1101, 2562
1102, 2098
1103, 2375
1104, 1970
1105, 2557
1106, 1279
1107, 2382
1108, 1997
1109, 2172
1110, 2741
1111, 2215
1112, 2632
1113, 1959
1114, 1626
1115, 2027
1116, 2327
1117, 2431
1118, 2060
1119, 1812
1120, 2335
1121, 2170
1122, 1991
1123, 2310
1124, 1802
1125, 2397
1126, 2310
1127, 2336
1128, 2000
1129, 2294
1130, 1893
1131, 2246
1132, 1926
1133, 2396
1134, 1917
1135, 1941
1136, 1974
1137, 1738
1138, 2809
1139, 1527
1140, 2207
1141, 2028
1142, 2314
1143, 2301
1144, 1928
1145, 2377
1146, 2652
1147, 2458
1148, 2172
1149, 2447
1150, 2462
1151, 2691
1152, 2008
1153, 2450
1154, 2132
1155, 2805
1156, 1942
1157, 1960
1158, 1737
1159, 1969
1160, 1785
1161, 1976
1162, 2801
1163, 2064
1164, 2091
1165, 1704
1166, 2522
1167, 1688
1168, 1415
1169, 2538
1170, 1759
1171, 2628
1172, 2372
1173, 1850
1174, 1710
1175, 1938
1176, 2182
1177, 2408
1178, 1812
1179, 2072
1180, 1640
1181, 1403
1182, 1993
1183, 1622
1184, 1991
1185, 2178
1186, 1968
1187, 1683
1188, 2602
1189, 2465
1190, 2084
1191, 2310
1192, 2198
1193, 1543
1194, 1982
1195, 2436
1196, 1836
1197, 1944
1198, 1875
1199, 2084
1200, 2035
1201, 2036
1202, 1941
1203, 2179
1204, 2195
1205, 1987
1206, 1639
1207, 2081
1208, 1874
1209, 2227
1210, 2053
1211, 1897
1212, 1985
1213, 1948
1214, 2552
1215, 2286
1216, 2426
1217, 1774
1218, 1966
1219, 2732
1220, 2051
1221, 2717
1222, 2143
1223, 2045
1224, 1970
1225, 1889
1226, 1940
1227, 2164
1228, 2167
1229, 1712
1230, 2437
1231, 1860
1232, 2126
1233, 2436
1234, 1962
1235, 2053
1236, 2123
1237, 2103
1238, 2071
1239, 1803
1240, 1963
1241, 2605
1242, 2390
1243, 1947
1244, 1762
1245, 2370
1246, 1991
1247, 1984
1248, 2390
1249, 2355
1250, 2343
1251, 1973
1252, 1322
1253, 1699
1254, 1199
1255, 1879
1256, 2505
1257, 2108
1258, 2235
1259, 2005
1260, 2148
1261, 2332
1262, 2225
1263, 1922
1264, 2317
1265, 2040
1266, 2153
1267, 2711
1268, 2111
1269, 2130
1270, 1846
1271, 2696
1272, 1658
1273, 1935
1274, 2549
1275, 2061
1276, 1251
1277, 1999
1278, 1895
1279, 2010
1280, 2212
1281, 2172
1282, 2000
1283, 2330
1284, 1863
1285, 2243
1286, 2027
1287, 1714
1288, 2301
1289, 2288
1290, 2111
1291, 2315
1292, 2114
1293, 3010
1294, 1868
1295, 1907
1296, 1895
1297, 2080
1298, 1878
1299, 2463
1300, 2102
1301, 2031
1302, 1992
1303, 1972
1304, 1890
1305, 2553
1306, 1905
1307, 2520
1308, 2145
1309, 2450
1310, 2041
1311, 1841
1312, 2712
1313, 2256
1314, 1996
1315, 2021
1316, 2504
1317, 1999
1318, 1689
1319, 1892
1320, 2580
1321, 2375
1322, 2275
1323, 2685
1324, 1622
1325, 1871
1326, 1814
1327, 1752
1328, 1864
1329, 1527
1330, 2199
1331, 1968
1332, 2167
1333, 2437
1334, 1471
1335, 2131
1336, 2357
1337, 1903
1338, 1732
1339, 2013
1340, 1513
1341, 2351
1342, 3081
1343, 2448
1344, 2166
1345, 2513
1346, 2539
1347, 3413
1348, 1938
1349, 2514
1350, 2110
1351, 1955
1352, 2741
1353, 1767
1354, 1777
1355, 2169
1356, 2131
1357, 2207
1358, 2047
1359, 2493
1360, 2230
1361, 2213
1362, 1982
1363, 2172
1364, 2610
1365, 2263
1366, 1986
1367, 2461
1368, 1722
1369, 1683
1370, 1893
1371, 1703
1372, 2123
1373, 1960
1374, 2438
1375, 2616
1376, 2245
1377, 1976
1378, 1902
1379, 2173
1380, 2742
1381, 1688
1382, 2461
1383, 2140
1384, 1990
1385, 2081
1386, 2502
1387, 2007
1388, 1559
1389, 2586
1390, 1878
1391, 2806
1392, 1963
1393, 2128
1394, 2043
1395, 1893
1396, 2033
1397, 1844
1398, 1821
1399, 1917
1400, 1978
1401, 2311
1402, 1901
1403, 2334
1404, 2403
1405, 2059
1406, 2175
1407, 1708
1408, 2301
1409, 2012
1410, 2431
1411, 1982
1412, 1185
1413, 2614
1414, 2197
1415, 1977
1416, 2047
1417, 2241
1418, 2029
1419, 2858
1420, 1448
1421, 2465
1422, 2051
1423, 1631
1424, 2446
1425, 2019
1426, 2013
1427, 1958
1428, 1846
1429, 2115
1430, 1629
1431, 2176
1432, 2089
1433, 1930
1434, 2398
1435, 2438
1436, 2708
1437, 2369
1438, 2112
1439, 2853
1440, 1868
1441, 1936
1442, 2536
1443, 2149
1444, 2027
1445, 2406
1446, 1983
1447, 2303
1448, 1760
1449, 1592
1450, 1993
1451, 1569
1452, 1875
1453, 1898
1454, 1999
1455, 2097
1456, 1956
1457, 2198
1458, 1895
1459, 1947
1460, 2358
1461, 2253
1462, 1864
1463, 1986
1464, 2343
1465, 2126
1466, 2311
1467, 1892
1468, 1957
1469, 2561
1470, 2351
1471, 1956
1472, 2891
1473, 2241
1474, 1546
1475, 2470
1476, 2154
1477, 2415
1478, 1721
1479, 2044
1480, 2316
1481, 2596
1482, 2110
1483, 1569
1484, 2540
1485, 1988
1486, 2491
1487, 2026
1488, 1982
1489, 2416
1490, 2306
1491, 2064
1492, 1988
1493, 2386
1494, 1766
1495, 2254
1496, 2508
1497, 1966
1498, 2026
1499, 2139
1500, 2533
1501, 2538
1502, 2009
1503, 2809
1504, 2753
1505, 2319
1506, 2190
1507, 2476
1508, 2042
1509, 1955
1510, 2513
1511, 2124
1512, 1746
1513, 1962
1514, 2426
1515, 1725
1516, 2507
1517, 1957
1518, 2165
1519, 2372
1520, 1742
1521, 2296
1522, 2214
1523, 2455
1524, 2299
1525, 2124
1526, 2015
1527, 2358
1528, 1968
1529, 1932
1530, 2163
1531, 2860
1532, 1980
1533, 1229
1534, 2127
1535, 2493
1536, 2103
1537, 1941
1538, 1800
1539, 1870
1540, 2087
1541, 1918
1542, 1986
1543, 1959
1544, 2142
1545, 2036
1546, 2509
1547, 1944
1548, 1992
1549, 1900
1550, 2026
1551, 2187
1552, 1734
1553, 2282
1554, 4189
1555, 1418
1556, 1859
1557, 1521
1558, 1655
1559, 2520
1560, 2028
1561, 1790
1562, 2129
1563, 1898
1564, 2006
1565, 1662
1566, 2419
1567, 2494
1568, 2022
1569, 1973
1570, 2366
1571, 1845
1572, 1889
1573, 2414
1574, 2679
1575, 2286
1576, 2014
1577, 2253
1578, 2046
1579, 1714
1580, 2459
1581, 2277
1582, 1850
1583, 1966
1584, 2456
1585, 2004
1586, 1740
1587, 2010
1588, 1859
1589, 2201
1590, 2381
1591, 1611
1592, 2110
1593, 2316
1594, 2364
1595, 1817
1596, 2247
1597, 2006
1598, 2546
1599, 2091
1600, 1867
1601, 2230
1602, 1696
1603, 1875
1604, 2716
1605, 2327
1606, 1295
1607, 2156
1608, 1993
1609, 2887
1610, 2051
1611, 2424
1612, 1973
1613, 1956
1614, 1965
1615, 1839
1616, 2051
1617, 1331
1618, 1436
1619, 2099
1620, 2223
1621, 1411
1622, 2229
1623, 2153
1624, 2318
1625, 2029
1626, 2294
1627, 1937
1628, 2034
1629, 2320
1630, 1961
1631, 2212
1632, 1920
1633, 2413
1634, 1872
1635, 2645
1636, 2083
1637, 2174
1638, 1879
1639, 1980
1640, 2139
1641, 2351
1642, 2599
1643, 2163
1644, 2271
1645, 1673
1646, 2112
1647, 2110
1648, 1491
1649, 2062
1650, 1969
1651, 1879
1652, 2378
1653, 2486
1654, 1846
1655, 3141
1656, 1764
1657, 2475
1658, 2304
1659, 1929
1660, 958
1661, 2284
1662, 2327
1663, 1895
1664, 1953
1665, 1315
1666, 2516
1667, 2166
1668, 1947
1669, 2325
1670, 2503
1671, 2178
1672, 2274
1673, 2040
1674, 2135
1675, 2432
1676, 1869
1677, 1952
1678, 1682
1679, 2642
1680, 1777
1681, 2041
1682, 3118
1683, 2232
1684, 1460
1685, 1484
1686, 1927
1687, 2050
1688, 2324
1689, 2121
1690, 1647
1691, 2211
1692, 2577
1693, 2075
1694, 1458
1695, 2390
1696, 1964
1697, 2097
1698, 1935
1699, 2083
1700, 1887
1701, 1829
1702, 2085
1703, 2019
1704, 2064
1705, 2169
1706, 2016
1707, 1839
1708, 2077
1709, 1712
1710, 1633
1711, 2011
1712, 1952
1713, 2135
1714, 2628
1715, 2144
1716, 2436
1717, 1719
1718, 2238
1719, 1511
1720, 2034
1721, 2697
1722, 1962
1723, 1652
1724, 1761
1725, 2145
1726, 1967
1727, 1945
1728, 1997
1729, 1734
1730, 2389
1731, 2234
1732, 1978
1733, 2374
1734, 1808
1735, 2029
1736, 2106
1737, 2343
1738, 1826
1739, 2009
1740, 2172
1741, 1832
1742, 2018
1743, 2071
1744, 1154
1745, 1561
1746, 2860
1747, 2258
1748, 2218
1749, 3142
1750, 2467
1751, 1908
1752, 1636
1753, 2334
1754, 1977
1755, 2571
1756, 1897
1757, 3055
1758, 2043
1759, 1832
1760, 2389
1761, 2188
1762, 2490
1763, 2098
1764, 2030
1765, 1699
1766, 2259
1767, 1994
1768, 2396
1769, 2163
1770, 1644
1771, 1727
1772, 2372
1773, 2080
1774, 2027
1775, 2584
1776, 2006
1777, 2151
1778, 2387
1779, 1906
1780, 2032
1781, 3588
1782, 2043
1783, 1552
1784, 2292
1785, 1894
1786, 2866
1787, 1778
1788, 1993
1789, 1985
1790, 2085
1791, 1872
1792, 2064
1793, 1944
1794, 2376
1795, 2340
1796, 2473
1797, 2637
1798, 2884
1799, 2551
1800, 2278
1801, 2047
1802, 2120
1803, 2168
1804, 1668
1805, 1673
1806, 1831
1807, 2387
1808, 2095
1809, 2821
1810, 1743
1811, 2079
1812, 2688
1813, 1833
1814, 1990
1815, 1404
1816, 2380
1817, 2057
1818, 1945
1819, 2093
1820, 2411
1821, 2170
1822, 2070
1823, 2904
1824, 1909
1825, 1795
1826, 2310
1827, 2331
1828, 2120
1829, 2262
1830, 2577
1831, 2174
1832, 2583
1833, 2215
1834, 2420
1835, 2086
1836, 2455
1837, 2235
1838, 2530
1839, 2035
1840, 2685
1841, 1816
1842, 2786
1843, 2157
1844, 2464
1845, 2641
1846, 1971
1847, 2036
1848, 2135
1849, 2099
1850, 2131
1851, 2863
1852, 2113
1853, 2223
1854, 1927
1855, 1715
1856, 2055
1857, 2401
1858, 2071
1859, 1815
1860, 2606
1861, 2049
1862, 2342
1863, 2289
1864, 2203
1865, 2002
1866, 2112
1867, 2021
1868, 2689
1869, 1562
1870, 2262
1871, 2150
1872, 2133
1873, 2119
1874, 2064
1875, 1933
1876, 1961
1877, 1316
1878, 2795
1879, 2281
1880, 2675
1881, 1951
1882, 2077
1883, 1475
1884, 2098
1885, 1889
1886, 2120
1887, 2362
1888, 2204
1889, 2356
1890, 2100
1891, 2122
1892, 2315
1893, 2342
1894, 2239
1895, 2124
1896, 2391
1897, 1591
1898, 1911
1899, 1962
1900, 1991
1901, 2033
1902, 1995
1903, 2017
1904, 1845
1905, 2222
1906, 1901
1907, 1970
1908, 1895
1909, 1836
1910, 2088
1911, 2115
1912, 1975
1913, 1733
1914, 1874
1915, 1924
1916, 3068
1917, 2416
1918, 1856
1919, 1778
1920, 2401
1921, 1673
1922, 2070
1923, 2218
1924, 2550
1925, 1895
1926, 2275
1927, 2513
1928, 2141
1929, 1635
1930, 2397
1931, 2061
1932, 1878
1933, 2558
1934, 1670
1935, 1700
1936, 2027
1937, 2207
1938, 2578
1939, 2710
1940, 2891
1941, 1711
1942, 1787
1943, 1530
1944, 2215
1945, 1842
1946, 1994
1947, 2033
1948, 2094
1949, 2589
1950, 2566
1951, 1662
1952, 2076
1953, 2095
1954, 2109
1955, 2427
1956, 2676
1957, 2135
1958, 2650
1959, 2447
1960, 2344
1961, 1880
1962, 2550
1963, 2179
1964, 2340
1965, 2656
1966, 2043
1967, 2377
1968, 2409
1969, 2058
1970, 1960
1971, 2001
1972, 2488
1973, 1871
1974, 1211
1975, 2038
1976, 2926
1977, 1988
1978, 1559
1979, 2096
1980, 1718
1981, 2344
1982, 2200
1983, 1758
1984, 1979
1985, 2092
1986, 2025
1987, 1985
1988, 1986
1989, 2267
1990, 1762
1991, 1840
1992, 1965
1993, 2436
1994, 2090
1995, 2524
1996, 2263
1997, 2161
1998, 2631
1999, 2365
2000, 2141
